kernel,waitcnt_line,original_matches_expected,mutant_matches_original,mutant_matches_expected,notes
accum_xor_64,42,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
accum_xor_64,85,yes,no,no,v5 lane00 orig=00000800 mut=00000d80 (32 lanes differ)
accum_xor_64,253,yes,yes,yes,
accum_xor_64,260,yes,yes,yes,
accum_xor_64,262,yes,yes,yes,
accum_xor_64,265,yes,yes,yes,
accum_xor_64,267,yes,yes,yes,
accum_xor_64,270,yes,yes,yes,
accum_xor_64,272,yes,yes,yes,
accum_xor_64,275,yes,yes,yes,
accum_xor_64,277,yes,yes,yes,
accum_xor_64,280,yes,yes,yes,
accum_xor_64,282,yes,yes,yes,
accum_xor_64,285,yes,yes,yes,
accum_xor_64,287,yes,yes,yes,
accum_xor_64,290,yes,yes,yes,
accum_xor_64,292,yes,yes,yes,
accum_xor_64,295,yes,yes,yes,
accum_xor_64,297,yes,yes,yes,
accum_xor_64,300,yes,yes,yes,
accum_xor_64,302,yes,yes,yes,
accum_xor_64,305,yes,yes,yes,
accum_xor_64,307,yes,yes,yes,
accum_xor_64,310,yes,yes,yes,
accum_xor_64,312,yes,yes,yes,
accum_xor_64,315,yes,yes,yes,
accum_xor_64,317,yes,yes,yes,
accum_xor_64,320,yes,yes,yes,
accum_xor_64,322,yes,yes,yes,
accum_xor_64,325,yes,yes,yes,
accum_xor_64,327,yes,yes,yes,
accum_xor_64,330,yes,yes,yes,
accum_xor_64,332,yes,yes,yes,
accum_xor_64,335,yes,yes,yes,
accum_xor_64,337,yes,yes,yes,
accum_xor_8,17,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
accum_xor_8,44,yes,yes,yes,
accum_xor_8,53,yes,yes,yes,
accum_xor_8,55,yes,yes,yes,
accum_xor_8,58,yes,yes,yes,
accum_xor_8,60,yes,yes,yes,
accum_xor_96,25,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
accum_xor_96,43,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
accum_xor_96,151,yes,yes,yes,
accum_xor_96,193,yes,no,no,v5 lane00 orig=00000c00 mut=00000680 (32 lanes differ)
accum_xor_96,224,yes,yes,yes,
accum_xor_96,255,yes,yes,yes,
accum_xor_96,287,yes,yes,yes,
accum_xor_96,292,yes,yes,yes,
accum_xor_96,312,yes,yes,yes,
accum_xor_96,380,yes,yes,yes,
accum_xor_96,407,yes,yes,yes,
accum_xor_96,410,yes,yes,yes,
accum_xor_96,412,yes,yes,yes,
accum_xor_96,415,yes,yes,yes,
accum_xor_96,417,yes,yes,yes,
accum_xor_96,420,yes,yes,yes,
accum_xor_96,422,yes,yes,yes,
accum_xor_96,425,yes,yes,yes,
accum_xor_96,427,yes,yes,yes,
accum_xor_96,430,yes,yes,yes,
accum_xor_96,432,yes,yes,yes,
accum_xor_96,435,yes,yes,yes,
accum_xor_96,437,yes,yes,yes,
accum_xor_96,440,yes,yes,yes,
accum_xor_96,442,yes,yes,yes,
accum_xor_96,445,yes,yes,yes,
accum_xor_96,447,yes,yes,yes,
accum_xor_96,450,yes,yes,yes,
accum_xor_96,452,yes,yes,yes,
accum_xor_96,455,yes,yes,yes,
accum_xor_96,457,yes,yes,yes,
accum_xor_96,460,yes,yes,yes,
accum_xor_96,462,yes,yes,yes,
accum_xor_96,465,yes,yes,yes,
accum_xor_96,467,yes,yes,yes,
accum_xor_96,470,yes,yes,yes,
accum_xor_96,472,yes,yes,yes,
accum_xor_96,475,yes,yes,yes,
accum_xor_96,477,yes,yes,yes,
accum_xor_96,480,yes,yes,yes,
accum_xor_96,482,yes,yes,yes,
deep_chain_16,15,yes,no,no,v5 lane01 orig=dead0021 mut=dead002f (31 lanes differ)
deep_chain_16,24,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_16,28,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_16,33,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_16,37,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_16,42,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_16,46,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_16,51,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_16,55,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_16,60,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_16,64,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_16,69,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_16,73,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_16,78,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_16,82,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_16,87,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
deep_chain_16,91,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
deep_chain_16,97,yes,no,no,v5 lane00 orig=dead0020 mut=025a8119 (32 lanes differ)
deep_chain_32,15,yes,no,no,v5 lane01 orig=dead0021 mut=dead0039 (31 lanes differ)
deep_chain_32,24,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_32,28,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_32,33,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_32,37,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_32,42,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_32,46,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_32,51,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_32,55,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_32,60,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_32,64,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_32,69,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_32,73,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_32,78,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_32,82,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_32,87,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
deep_chain_32,91,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_32,96,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_32,100,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_32,105,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_32,109,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_32,114,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_32,118,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_32,123,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_32,127,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_32,132,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_32,136,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_32,141,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
deep_chain_32,145,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_32,150,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_32,154,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_32,159,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_32,163,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_32,169,yes,yes,yes,
deep_chain_64,15,yes,no,no,v5 lane01 orig=dead0021 mut=dead0038 (31 lanes differ)
deep_chain_64,24,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,28,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,33,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,37,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,42,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,46,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,51,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,55,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,60,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,64,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,69,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,73,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,78,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,82,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,87,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
deep_chain_64,91,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,96,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,100,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,105,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,109,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,114,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
deep_chain_64,118,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,123,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,127,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,132,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,136,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,141,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
deep_chain_64,145,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,150,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,154,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,159,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,163,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,168,yes,yes,yes,
deep_chain_64,172,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,177,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,181,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,186,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,190,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,195,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,199,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,204,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,208,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,213,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,217,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,222,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,226,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,231,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,235,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,240,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,244,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,249,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,253,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,258,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,262,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,267,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,271,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
deep_chain_64,276,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,280,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,285,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,289,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,294,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,298,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
deep_chain_64,303,yes,no,no,v5 lane01 orig=dead0021 mut=dead0024 (31 lanes differ)
deep_chain_64,307,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
deep_chain_64,313,yes,no,no,v5 lane00 orig=dead0020 mut=3f43cbe2 (32 lanes differ)
load_compute_store_16,15,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
load_compute_store_16,27,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
load_compute_store_16,33,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
load_compute_store_16,40,yes,no,no,v5 lane00 orig=00000210 mut=0b8d2270 (32 lanes differ)
load_compute_store_16,42,yes,yes,yes,
load_compute_store_16,47,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
load_compute_store_16,53,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
load_compute_store_16,59,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
load_compute_store_16,66,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
load_compute_store_16,68,yes,yes,yes,
load_compute_store_16,73,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
load_compute_store_16,79,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
load_compute_store_16,85,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
load_compute_store_16,92,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
load_compute_store_16,94,yes,yes,yes,
load_compute_store_16,99,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
load_compute_store_16,105,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
load_compute_store_16,111,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
load_compute_store_16,117,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
load_compute_store_16,135,yes,no,no,v5 lane00 orig=00000210 mut=e8adf010 (32 lanes differ)
load_compute_store_4,15,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
load_compute_store_4,27,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
load_compute_store_4,33,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
load_compute_store_4,39,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
load_compute_store_4,41,yes,yes,yes,
load_compute_store_4,49,yes,no,no,v5 lane00 orig=00000084 mut=fcad3004 (32 lanes differ)
load_compute_store_8,15,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
load_compute_store_8,27,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
load_compute_store_8,33,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
load_compute_store_8,40,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
load_compute_store_8,42,yes,yes,yes,
load_compute_store_8,47,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
load_compute_store_8,53,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
load_compute_store_8,59,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
load_compute_store_8,65,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
load_compute_store_8,77,yes,no,no,v5 lane00 orig=00000108 mut=41ed7008 (32 lanes differ)
load_overwrite,15,yes,no,no,v5 lane00 orig=0000002a mut=dead0000 (32 lanes differ)
loop_accum_add_128,15,yes,no,no,v5 lane00 orig=dead0020 mut=8de00000 (32 lanes differ)
loop_accum_add_128,122,yes,yes,yes,
loop_accum_add_128,169,yes,yes,yes,
loop_accum_add_128,212,yes,yes,yes,
loop_accum_add_128,228,yes,yes,yes,
loop_accum_add_128,231,yes,yes,yes,
loop_accum_add_128,233,yes,yes,yes,
loop_accum_add_128,236,yes,yes,yes,
loop_accum_add_128,238,yes,yes,yes,
loop_accum_add_128,241,yes,yes,yes,
loop_accum_add_128,243,yes,yes,yes,
loop_accum_add_128,246,yes,yes,yes,
loop_accum_add_128,248,yes,yes,yes,
loop_accum_add_128,251,yes,yes,yes,
loop_accum_add_128,253,yes,yes,yes,
loop_accum_add_128,256,yes,yes,yes,
loop_accum_add_128,258,yes,yes,yes,
loop_accum_add_128,261,yes,yes,yes,
loop_accum_add_128,263,yes,yes,yes,
loop_accum_add_128,266,yes,yes,yes,
loop_accum_add_128,268,yes,yes,yes,
loop_accum_add_128,271,yes,yes,yes,
loop_accum_add_128,273,yes,yes,yes,
loop_accum_add_128,276,yes,yes,yes,
loop_accum_add_128,278,yes,yes,yes,
loop_accum_add_128,281,yes,yes,yes,
loop_accum_add_128,283,yes,yes,yes,
loop_accum_add_128,286,yes,yes,yes,
loop_accum_add_128,288,yes,yes,yes,
loop_accum_add_128,291,yes,yes,yes,
loop_accum_add_128,293,yes,yes,yes,
loop_accum_add_128,296,yes,yes,yes,
loop_accum_add_128,298,yes,yes,yes,
loop_accum_add_128,301,yes,yes,yes,
loop_accum_add_128,303,yes,yes,yes,
loop_accum_add_16,15,yes,no,no,v5 lane00 orig=dead0020 mut=1dc00000 (32 lanes differ)
loop_accum_add_16,44,yes,no,no,v5 lane00 orig=dead0020 mut=7ef023a3 (32 lanes differ)
loop_accum_add_16,46,yes,no,no,v5 lane00 orig=dead0020 mut=dead0021 (32 lanes differ)
loop_accum_add_16,49,yes,yes,yes,
loop_accum_add_16,51,yes,yes,yes,
loop_accum_add_16,54,yes,yes,yes,
loop_accum_add_16,56,yes,yes,yes,
loop_accum_add_16,59,yes,yes,yes,
loop_accum_add_16,61,yes,no,no,v5 lane00 orig=dead0020 mut=ee53cfc4 (32 lanes differ)
loop_accum_add_32,15,yes,no,no,v5 lane00 orig=dead0020 mut=9c400000 (32 lanes differ)
loop_accum_add_32,60,yes,yes,yes,
loop_accum_add_32,62,yes,yes,yes,
loop_accum_add_32,65,yes,yes,yes,
loop_accum_add_32,67,yes,yes,yes,
loop_accum_add_32,70,yes,yes,yes,
loop_accum_add_32,72,yes,yes,yes,
loop_accum_add_32,75,yes,yes,yes,
loop_accum_add_32,77,yes,yes,yes,
loop_accum_add_32,80,yes,yes,yes,
loop_accum_add_32,82,yes,no,no,v5 lane00 orig=dead0020 mut=dead0820 (32 lanes differ)
loop_accum_add_32,85,yes,no,no,v5 lane00 orig=dead0020 mut=1e2d0020 (28 lanes differ)
loop_accum_add_32,87,yes,no,no,v5 lane00 orig=dead0020 mut=dead0021 (32 lanes differ)
loop_accum_add_32,90,yes,yes,yes,
loop_accum_add_32,92,yes,yes,yes,
loop_accum_add_32,95,yes,no,no,v5 lane00 orig=dead0020 mut=34cd22a2 (32 lanes differ)
loop_accum_add_32,97,yes,yes,yes,
loop_accum_add_64,15,yes,no,no,v5 lane00 orig=dead0020 mut=57000000 (32 lanes differ)
loop_accum_add_64,96,yes,yes,yes,
loop_accum_add_64,98,yes,yes,yes,
loop_accum_add_64,101,yes,yes,yes,
loop_accum_add_64,103,yes,yes,yes,
loop_accum_add_64,106,yes,yes,yes,
loop_accum_add_64,108,yes,yes,yes,
loop_accum_add_64,111,yes,yes,yes,
loop_accum_add_64,113,yes,yes,yes,
loop_accum_add_64,116,yes,yes,yes,
loop_accum_add_64,118,yes,yes,yes,
loop_accum_add_64,121,yes,yes,yes,
loop_accum_add_64,123,yes,yes,yes,
loop_accum_add_64,126,yes,yes,yes,
loop_accum_add_64,128,yes,yes,yes,
loop_accum_add_64,131,yes,yes,yes,
loop_accum_add_64,133,yes,yes,yes,
loop_accum_add_64,136,yes,yes,yes,
loop_accum_add_64,138,yes,yes,yes,
loop_accum_add_64,141,yes,yes,yes,
loop_accum_add_64,143,yes,yes,yes,
loop_accum_add_64,146,yes,yes,yes,
loop_accum_add_64,148,yes,yes,yes,
loop_accum_add_64,151,yes,yes,yes,
loop_accum_add_64,153,yes,yes,yes,
loop_accum_add_64,156,yes,yes,yes,
loop_accum_add_64,158,yes,yes,yes,
loop_accum_add_64,161,yes,yes,yes,
loop_accum_add_64,163,yes,yes,yes,
loop_accum_add_64,166,yes,yes,yes,
loop_accum_add_64,168,yes,yes,yes,
loop_accum_add_64,171,yes,yes,yes,
loop_accum_add_64,173,yes,yes,yes,
loop_accum_add_8,15,yes,no,no,v5 lane00 orig=dead0020 mut=70a00000 (32 lanes differ)
loop_accum_add_8,36,yes,no,no,v5 lane00 orig=dead0020 mut=00000000 (32 lanes differ)
loop_accum_add_8,38,yes,no,no,v5 lane00 orig=dead0020 mut=dcad0020 (32 lanes differ)
loop_accum_add_8,41,yes,no,no,v5 lane00 orig=dead0020 mut=1dc99cbd (32 lanes differ)
loop_accum_add_8,43,yes,yes,yes,
loop_accum_xor_128,15,yes,no,no,v5 lane00 orig=dead0020 mut=6da00000 (32 lanes differ)
loop_accum_xor_128,122,yes,yes,yes,
loop_accum_xor_128,169,yes,yes,yes,
loop_accum_xor_128,212,yes,yes,yes,
loop_accum_xor_128,228,yes,yes,yes,
loop_accum_xor_128,231,yes,yes,yes,
loop_accum_xor_128,233,yes,yes,yes,
loop_accum_xor_128,236,yes,yes,yes,
loop_accum_xor_128,238,yes,yes,yes,
loop_accum_xor_128,241,yes,yes,yes,
loop_accum_xor_128,243,yes,yes,yes,
loop_accum_xor_128,246,yes,yes,yes,
loop_accum_xor_128,248,yes,yes,yes,
loop_accum_xor_128,251,yes,yes,yes,
loop_accum_xor_128,253,yes,yes,yes,
loop_accum_xor_128,256,yes,yes,yes,
loop_accum_xor_128,258,yes,yes,yes,
loop_accum_xor_128,261,yes,yes,yes,
loop_accum_xor_128,263,yes,yes,yes,
loop_accum_xor_128,266,yes,yes,yes,
loop_accum_xor_128,268,yes,yes,yes,
loop_accum_xor_128,271,yes,yes,yes,
loop_accum_xor_128,273,yes,yes,yes,
loop_accum_xor_128,276,yes,yes,yes,
loop_accum_xor_128,278,yes,yes,yes,
loop_accum_xor_128,281,yes,yes,yes,
loop_accum_xor_128,283,yes,yes,yes,
loop_accum_xor_128,286,yes,yes,yes,
loop_accum_xor_128,288,yes,yes,yes,
loop_accum_xor_128,291,yes,yes,yes,
loop_accum_xor_128,293,yes,yes,yes,
loop_accum_xor_128,296,yes,yes,yes,
loop_accum_xor_128,298,yes,yes,yes,
loop_accum_xor_128,301,yes,yes,yes,
loop_accum_xor_128,303,yes,yes,yes,
loop_accum_xor_16,15,yes,no,no,v5 lane00 orig=dead0020 mut=95800000 (32 lanes differ)
loop_accum_xor_16,44,yes,no,no,v5 lane00 orig=dead0020 mut=00000000 (32 lanes differ)
loop_accum_xor_16,46,yes,no,no,v5 lane00 orig=dead0020 mut=5ead0020 (32 lanes differ)
loop_accum_xor_16,49,yes,no,no,v5 lane00 orig=dead0020 mut=00000000 (32 lanes differ)
loop_accum_xor_16,51,yes,yes,yes,
loop_accum_xor_16,54,yes,yes,yes,
loop_accum_xor_16,56,yes,yes,yes,
loop_accum_xor_16,59,yes,yes,yes,
loop_accum_xor_16,61,yes,yes,yes,
loop_accum_xor_32,15,yes,no,no,v5 lane00 orig=dead0020 mut=59800000 (32 lanes differ)
loop_accum_xor_32,60,yes,no,no,v5 lane00 orig=dead0020 mut=00000000 (32 lanes differ)
loop_accum_xor_32,62,yes,yes,yes,
loop_accum_xor_32,65,yes,yes,yes,
loop_accum_xor_32,67,yes,yes,yes,
loop_accum_xor_32,70,yes,yes,yes,
loop_accum_xor_32,72,yes,yes,yes,
loop_accum_xor_32,75,yes,yes,yes,
loop_accum_xor_32,77,yes,yes,yes,
loop_accum_xor_32,80,yes,yes,yes,
loop_accum_xor_32,82,yes,yes,yes,
loop_accum_xor_32,85,yes,no,no,v5 lane00 orig=dead0020 mut=dead0060 (32 lanes differ)
loop_accum_xor_32,87,yes,yes,yes,
loop_accum_xor_32,90,yes,yes,yes,
loop_accum_xor_32,92,yes,yes,yes,
loop_accum_xor_32,95,yes,yes,yes,
loop_accum_xor_32,97,yes,yes,yes,
loop_accum_xor_64,15,yes,no,no,v5 lane00 orig=dead0020 mut=c7c00000 (32 lanes differ)
loop_accum_xor_64,96,yes,yes,yes,
loop_accum_xor_64,98,yes,yes,yes,
loop_accum_xor_64,101,yes,yes,yes,
loop_accum_xor_64,103,yes,yes,yes,
loop_accum_xor_64,106,yes,yes,yes,
loop_accum_xor_64,108,yes,yes,yes,
loop_accum_xor_64,111,yes,yes,yes,
loop_accum_xor_64,113,yes,yes,yes,
loop_accum_xor_64,116,yes,yes,yes,
loop_accum_xor_64,118,yes,yes,yes,
loop_accum_xor_64,121,yes,yes,yes,
