kernel,waitcnt_line,kind,n_attempted,n_completed,n_match,n_diverge,n_launcher_fail,n_timeout,divergence_count,divergence_frac,divergence_frac_attempted,launcher_fail_frac,flag_persistent_launcher_fail,n_distinct_mut_dumps,n_distinct_mut_dumps_excl_orig_set,median_divergent_lanes,max_divergent_lanes,first_seen_iter_per_hash
accum_or_64,21,lgkmcnt,49,1,0,1,24,24,1,1.0000,0.0204,0.9796,yes,1,1,32,32,"{""96d02e012b9aa9c62ccfd7b16dbecbc754878b21"": 42}"
accum_or_64,42,lgkmcnt,49,2,0,2,30,17,2,1.0000,0.0408,0.9592,yes,1,1,32,32,"{""96d02e012b9aa9c62ccfd7b16dbecbc754878b21"": 41}"
accum_or_64,85,lgkmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_64,253,lgkmcnt,10,10,0,10,0,0,10,1.0000,1.0000,0.0000,no,1,1,32,32,"{""b8eb9d65d3338fcf60773eab27b73109835e5854"": 0}"
accum_or_64,260,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_64,262,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_64,265,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_64,267,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_64,270,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_64,272,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_64,275,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_64,277,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_64,280,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_64,282,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_64,285,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_64,287,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_64,290,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_64,292,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_64,295,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_64,297,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_64,300,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_64,302,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_64,305,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_64,307,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_64,310,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_64,312,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_64,315,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_64,317,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_64,320,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_64,322,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_64,325,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_64,327,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_64,330,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_64,332,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_64,335,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_64,337,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_8,17,lgkmcnt,49,1,0,1,30,18,1,1.0000,0.0204,0.9796,yes,1,1,32,32,"{""96d02e012b9aa9c62ccfd7b16dbecbc754878b21"": 41}"
accum_or_8,44,lgkmcnt,49,7,6,1,26,16,1,0.1429,0.0204,0.8571,yes,2,1,0,0,"{""b5f7b1b7791bd5403c1bcae750a77bb7ddd9285e"": 2, ""96d02e012b9aa9c62ccfd7b16dbecbc754878b21"": 41}"
accum_or_8,53,vmcnt,49,49,48,1,0,0,1,0.0204,0.0204,0.0000,no,2,1,0,0,"{""9944d4adfe430af1ad4c5a746146b61ed5503581"": 0, ""b5f7b1b7791bd5403c1bcae750a77bb7ddd9285e"": 1}"
accum_or_8,55,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""b5f7b1b7791bd5403c1bcae750a77bb7ddd9285e"": 0}"
accum_or_8,58,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""b5f7b1b7791bd5403c1bcae750a77bb7ddd9285e"": 0}"
accum_or_8,60,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""b5f7b1b7791bd5403c1bcae750a77bb7ddd9285e"": 0}"
accum_or_96,25,lgkmcnt,49,2,0,2,30,17,2,1.0000,0.0408,0.9592,yes,1,1,32,32,"{""96d02e012b9aa9c62ccfd7b16dbecbc754878b21"": 42}"
accum_or_96,43,lgkmcnt,49,2,0,2,30,17,2,1.0000,0.0408,0.9592,yes,1,1,32,32,"{""96d02e012b9aa9c62ccfd7b16dbecbc754878b21"": 41}"
accum_or_96,151,lgkmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,193,lgkmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,224,lgkmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,255,lgkmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,287,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,292,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,312,lgkmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,380,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,407,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,410,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,412,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,415,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,417,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,420,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,422,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,425,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,427,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,430,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,432,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,435,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,437,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,440,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,442,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,445,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,447,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,450,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,452,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,455,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,457,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,460,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,462,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,465,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,467,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,470,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,472,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,475,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,477,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,480,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_or_96,482,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""32258f300335c796be438b4a26ff9025d6040b3a"": 0}"
accum_sub_16,17,lgkmcnt,49,1,0,1,30,18,1,1.0000,0.0204,0.9796,yes,1,1,32,32,"{""96d02e012b9aa9c62ccfd7b16dbecbc754878b21"": 41}"
accum_sub_16,47,lgkmcnt,49,2,0,2,18,29,2,1.0000,0.0408,0.9592,yes,2,2,32,32,"{""96d02e012b9aa9c62ccfd7b16dbecbc754878b21"": 42, ""99c7393a0e43412eba2bc7bdb166a350fc3a1e7a"": 47}"
accum_sub_16,80,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""d0b7d7c7a26152e74cb09696ff368975eb292584"": 0}"
accum_sub_16,82,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""d0b7d7c7a26152e74cb09696ff368975eb292584"": 0}"
accum_sub_16,85,vmcnt,10,10,0,10,0,0,10,1.0000,1.0000,0.0000,no,10,10,32,32,"{""68569a5ff6fbbdff228832f0edb5598111a11155"": 0, ""79419878c95bd628473ee63b36187dbf5bfbf7e6"": 1, ""737200acf63492b93a486b2c7edb550eb2c622c5"": 2, ""08279bab3df0bf4c3fe06fef3d29bfbd0caa3f4c"": 3, ""c1aa8d91413c9eff6b40ade67d54cbbc606c026c"": 4, ""d6d841772ea459868acd14c06ccd0c2ece14df71"": 5, ""eaa72b5b091f552cf0278dec11e9661742618acc"": 6, ""ebd732284c57d0dc8ab7dd9ef552996d2474483f"": 7, ""998b7a6685a3c70bee844da66f9e9f90424a8014"": 8, ""562b23423ce41ac9f7dfe90c129cf47bc9774700"": 9}"
accum_sub_16,87,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""d0b7d7c7a26152e74cb09696ff368975eb292584"": 0}"
accum_sub_16,90,vmcnt,10,10,1,9,0,0,9,0.9000,0.9000,0.0000,no,7,6,32,32,"{""697c7cb7a7f2ab3985ab3fd7d5eee18d8a216558"": 0, ""1aae217c510c60f162d9597c9468209a9d37e5a9"": 1, ""6d218c96c27a5b4a92d12b10b08f254569c25edc"": 2, ""835349e66ec87edbdf03154b0ec33bb8e11acf40"": 3, ""23a699e92db6bc5d8052c355cb36f2c18694d022"": 5, ""8baa614146c18231424fe9951aeb72d35db01e5d"": 6, ""d0b7d7c7a26152e74cb09696ff368975eb292584"": 7}"
accum_sub_16,92,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""d0b7d7c7a26152e74cb09696ff368975eb292584"": 0}"
accum_sub_16,95,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""d0b7d7c7a26152e74cb09696ff368975eb292584"": 0}"
accum_sub_16,97,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""d0b7d7c7a26152e74cb09696ff368975eb292584"": 0}"
accum_sub_32,20,lgkmcnt,49,1,0,1,31,17,1,1.0000,0.0204,0.9796,yes,1,1,32,32,"{""96d02e012b9aa9c62ccfd7b16dbecbc754878b21"": 42}"
accum_sub_32,86,lgkmcnt,49,3,0,3,30,16,3,1.0000,0.0612,0.9388,yes,2,2,32,32,"{""6889a3d7015b7d1553d14bb30dc25d017811505b"": 38, ""96d02e012b9aa9c62ccfd7b16dbecbc754878b21"": 42}"
accum_sub_32,132,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""ab908bbd1c784ad6b8dc1585313c492bb4b0acd3"": 0}"
accum_sub_32,134,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""ab908bbd1c784ad6b8dc1585313c492bb4b0acd3"": 0}"
accum_sub_32,137,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""ab908bbd1c784ad6b8dc1585313c492bb4b0acd3"": 0}"
accum_sub_32,139,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""ab908bbd1c784ad6b8dc1585313c492bb4b0acd3"": 0}"
accum_sub_32,142,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""ab908bbd1c784ad6b8dc1585313c492bb4b0acd3"": 0}"
accum_sub_32,144,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""ab908bbd1c784ad6b8dc1585313c492bb4b0acd3"": 0}"
accum_sub_32,147,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""ab908bbd1c784ad6b8dc1585313c492bb4b0acd3"": 0}"
accum_sub_32,149,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""ab908bbd1c784ad6b8dc1585313c492bb4b0acd3"": 0}"
accum_sub_32,152,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""ab908bbd1c784ad6b8dc1585313c492bb4b0acd3"": 0}"
accum_sub_32,154,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""ab908bbd1c784ad6b8dc1585313c492bb4b0acd3"": 0}"
accum_sub_32,157,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""ab908bbd1c784ad6b8dc1585313c492bb4b0acd3"": 0}"
accum_sub_32,159,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""ab908bbd1c784ad6b8dc1585313c492bb4b0acd3"": 0}"
accum_sub_32,162,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""ab908bbd1c784ad6b8dc1585313c492bb4b0acd3"": 0}"
accum_sub_32,164,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""ab908bbd1c784ad6b8dc1585313c492bb4b0acd3"": 0}"
accum_sub_32,167,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""ab908bbd1c784ad6b8dc1585313c492bb4b0acd3"": 0}"
accum_sub_32,169,vmcnt,10,10,0,10,0,0,10,1.0000,1.0000,0.0000,no,10,10,32,32,"{""4e9bf2961ec87370e6f4dbc81de6a3e12f5ee4ca"": 0, ""a83a90e4062e1948ce0906c6724d329e535d6d74"": 1, ""9aa40a38ebb1cb1af9ad64e8de69cc46c220c752"": 2, ""3220def61212fd53830518181ce2126f0a852d1f"": 3, ""7299db41aca78bb38dafd056c6c94c11175f356b"": 4, ""4f9245f4b898034f57d05325de36bbb9112420e6"": 5, ""06b36ed76a60b24126d81fdd5412bf43dc40009a"": 6, ""cba399ecd7c78b52ad75b07deac66ecab5b245d5"": 7, ""d7bfcb36f4b0468364e19e452dc0882b810a7f18"": 8, ""e127c489afd5d22ad3821149e7ae931b7fef40ca"": 9}"
accum_sub_4,15,lgkmcnt,49,1,0,1,31,17,1,1.0000,0.0204,0.9796,yes,1,1,32,32,"{""96d02e012b9aa9c62ccfd7b16dbecbc754878b21"": 43}"
accum_sub_4,30,lgkmcnt,49,3,0,3,30,16,3,1.0000,0.0612,0.9388,yes,1,1,32,32,"{""96d02e012b9aa9c62ccfd7b16dbecbc754878b21"": 41}"
accum_sub_4,39,vmcnt,10,10,0,10,0,0,10,1.0000,1.0000,0.0000,no,1,1,32,32,"{""dba7f0e195ebb68d2d632bc886457b04ec157bd1"": 0}"
accum_sub_4,41,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""f72acd6ab432494b3e3402dc1995fd3488156c81"": 0}"
accum_sub_64,21,lgkmcnt,49,2,0,2,24,23,2,1.0000,0.0408,0.9592,yes,1,1,32,32,"{""96d02e012b9aa9c62ccfd7b16dbecbc754878b21"": 41}"
accum_sub_64,42,lgkmcnt,49,1,0,1,30,18,1,1.0000,0.0204,0.9796,yes,1,1,32,32,"{""96d02e012b9aa9c62ccfd7b16dbecbc754878b21"": 41}"
accum_sub_64,85,lgkmcnt,10,10,0,10,0,0,10,1.0000,1.0000,0.0000,no,1,1,32,32,"{""de739b4d289c15b4e7cd6f3964f173f00c22c143"": 0}"
accum_sub_64,253,lgkmcnt,10,10,0,10,0,0,10,1.0000,1.0000,0.0000,no,1,1,32,32,"{""e245226844609cde19748f602da81a29e56c167f"": 0}"
accum_sub_64,260,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""bd57ee79e7133bc0cb68a8a851d23a950ea85fca"": 0}"
accum_sub_64,262,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""bd57ee79e7133bc0cb68a8a851d23a950ea85fca"": 0}"
accum_sub_64,265,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""bd57ee79e7133bc0cb68a8a851d23a950ea85fca"": 0}"
accum_sub_64,267,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""bd57ee79e7133bc0cb68a8a851d23a950ea85fca"": 0}"
accum_sub_64,270,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""bd57ee79e7133bc0cb68a8a851d23a950ea85fca"": 0}"
accum_sub_64,272,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""bd57ee79e7133bc0cb68a8a851d23a950ea85fca"": 0}"
accum_sub_64,275,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""bd57ee79e7133bc0cb68a8a851d23a950ea85fca"": 0}"
accum_sub_64,277,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""bd57ee79e7133bc0cb68a8a851d23a950ea85fca"": 0}"
accum_sub_64,280,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""bd57ee79e7133bc0cb68a8a851d23a950ea85fca"": 0}"
accum_sub_64,282,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""bd57ee79e7133bc0cb68a8a851d23a950ea85fca"": 0}"
accum_sub_64,285,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""bd57ee79e7133bc0cb68a8a851d23a950ea85fca"": 0}"
accum_sub_64,287,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""bd57ee79e7133bc0cb68a8a851d23a950ea85fca"": 0}"
accum_sub_64,290,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""bd57ee79e7133bc0cb68a8a851d23a950ea85fca"": 0}"
accum_sub_64,292,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""bd57ee79e7133bc0cb68a8a851d23a950ea85fca"": 0}"
accum_sub_64,295,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""bd57ee79e7133bc0cb68a8a851d23a950ea85fca"": 0}"
accum_sub_64,297,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""bd57ee79e7133bc0cb68a8a851d23a950ea85fca"": 0}"
accum_sub_64,300,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""bd57ee79e7133bc0cb68a8a851d23a950ea85fca"": 0}"
accum_sub_64,302,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""bd57ee79e7133bc0cb68a8a851d23a950ea85fca"": 0}"
accum_sub_64,305,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""bd57ee79e7133bc0cb68a8a851d23a950ea85fca"": 0}"
accum_sub_64,307,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""bd57ee79e7133bc0cb68a8a851d23a950ea85fca"": 0}"
accum_sub_64,310,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""bd57ee79e7133bc0cb68a8a851d23a950ea85fca"": 0}"
accum_sub_64,312,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""bd57ee79e7133bc0cb68a8a851d23a950ea85fca"": 0}"
accum_sub_64,315,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""bd57ee79e7133bc0cb68a8a851d23a950ea85fca"": 0}"
accum_sub_64,317,vmcnt,49,49,49,0,0,0,0,0.0000,0.0000,0.0000,no,1,0,0,0,"{""bd57ee79e7133bc0cb68a8a851d23a950ea85fca"": 0}"
